    900.0000   0.000000
    900.0414   0.000000
    900.0829   0.000000
    900.1243   0.000000
    900.1657   0.000000
    900.2072   0.000000
    900.2486   0.000000
    900.2900   0.000000
    900.3315   0.000000
    900.3729   0.000000
    900.4144   0.997507
    900.4558   0.997489
    900.4973   0.997470
    900.5387   0.997452
    900.5802   0.997433
    900.6216   0.997414
    900.6631   0.997394
    900.7045   0.997374
    900.7460   0.997353
    900.7875   0.997332
    900.8289   0.997310
    900.8704   0.997288
    900.9119   0.997266
    900.9533   0.997243
    900.9948   0.997219
    901.0363   0.997195
    901.0778   0.997171
    901.1192   0.997145
    901.1607   0.997119
    901.2022   0.997093
    901.2437   0.997065
    901.2852   0.997037
    901.3267   0.997009
    901.3682   0.996979
    901.4096   0.996949
    901.4511   0.996918
    901.4926   0.996886
    901.5341   0.996853
    901.5756   0.996819
    901.6171   0.996784
    901.6586   0.996748
    901.7001   0.996711
    901.7416   0.996673
    901.7832   0.996633
    901.8247   0.996592
    901.8662   0.996550
    901.9077   0.996507
    901.9492   0.996462
    901.9907   0.996415
    902.0322   0.996367
    902.0738   0.996317
    902.1153   0.996265
    902.1568   0.996211
    902.1983   0.996155
    902.2399   0.996096
    902.2814   0.996036
    902.3229   0.995972
    902.3645   0.995906
    902.4060   0.995838
    902.4476   0.995766
    902.4891   0.995691
    902.5306   0.995612
    902.5722   0.995530
    902.6137   0.995443
    902.6553   0.995353
    902.6968   0.995257
    902.7384   0.995157
    902.7799   0.995051
    902.8215   0.994940
    902.8631   0.994822
    902.9046   0.994697
    902.9462   0.994564
    902.9877   0.994423
    903.0293   0.994273
    903.0709   0.994114
    903.1124   0.993943
    903.1540   0.993760
    903.1956   0.993565
    903.2372   0.993354
    903.2787   0.993127
    903.3203   0.992881
    903.3619   0.992615
    903.4035   0.992326
    903.4451   0.992011
    903.4867   0.991665
    903.5283   0.991286
    903.5698   0.990866
    903.6114   0.990402
    903.6530   0.989884
    903.6946   0.989304
    903.7362   0.988649
    903.7778   0.987905
    903.8194   0.987054
    903.8610   0.986070
    903.9026   0.984921
    903.9442   0.983563
    903.9859   0.981932
    904.0275   0.979937
    904.0691   0.977441
    904.1107   0.974216
    904.1523   0.969867
    904.1939   0.963613
    904.2356   0.953863
    904.2772   0.939299
    904.3188   0.918372
    904.3604   0.889939
    904.4021   0.852784
    904.4437   0.806194
    904.4853   0.751131
    904.5270   0.690658
    904.5686   0.629967
    904.6102   0.575780
    904.6519   0.535107
    904.6935   0.513642
    904.7352   0.514285
    904.7768   0.536284
    904.8185   0.575281
    904.8601   0.624136
    904.9018   0.674097
    904.9434   0.717447
    904.9851   0.747913
    905.0267   0.761754
    905.0684   0.757401
    905.1101   0.735235
    905.1517   0.697298
    905.1934   0.648150
    905.2351   0.594219
    905.2767   0.543672
    905.3184   0.504450
    905.3601   0.481646
    905.4017   0.477088
    905.4434   0.489575
    905.4851   0.514876
    905.5268   0.544993
    905.5685   0.571995
    905.6102   0.590020
    905.6518   0.596800
    905.6935   0.594191
    905.7352   0.587520
    905.7769   0.583910
    905.8186   0.589327
    905.8603   0.607766
    905.9020   0.639770
    905.9437   0.683016
    905.9854   0.733141
    906.0271   0.784620
    906.0688   0.832524
    906.1105   0.873547
    906.1522   0.906287
    906.1939   0.930987
    906.2357   0.949109
    906.2774   0.961994
    906.3191   0.970367
    906.3608   0.975095
    906.4025   0.978197
    906.4443   0.980453
    906.4860   0.982192
    906.5277   0.983580
    906.5694   0.984718
    906.6112   0.985667
    906.6529   0.986470
    906.6946   0.987158
    906.7364   0.987752
    906.7781   0.988269
    906.8199   0.988722
    906.8616   0.989120
    906.9033   0.989472
    906.9451   0.989785
    906.9868   0.990063
    907.0286   0.990311
    907.0703   0.990532
    907.1121   0.990730
    907.1538   0.990907
    907.1956   0.991065
    907.2374   0.991206
    907.2791   0.991332
    907.3209   0.991444
    907.3627   0.991543
    907.4044   0.991630
    907.4462   0.991707
    907.4880   0.991774
    907.5297   0.991832
    907.5715   0.991881
    907.6133   0.991922
    907.6551   0.991956
    907.6969   0.991982
    907.7386   0.992002
    907.7804   0.992015
    907.8222   0.992022
    907.8640   0.992023
    907.9058   0.992018
    907.9476   0.992008
    907.9894   0.991992
    908.0312   0.991971
    908.0730   0.991945
    908.1148   0.991914
    908.1566   0.991878
    908.1984   0.991837
    908.2402   0.991790
    908.2820   0.991739
    908.3238   0.991683
    908.3656   0.991622
    908.4074   0.991555
    908.4492   0.991484
    908.4911   0.991407
    908.5329   0.991324
    908.5747   0.991236
    908.6165   0.991142
    908.6583   0.991042
    908.7002   0.990936
    908.7420   0.990823
    908.7838   0.990703
    908.8257   0.990576
    908.8675   0.990442
    908.9093   0.990299
    908.9512   0.990148
    908.9930   0.989988
    909.0349   0.989818
    909.0767   0.989638
    909.1186   0.989447
    909.1604   0.989243
    909.2023   0.989027
    909.2441   0.988796
    909.2860   0.988550
    909.3278   0.988287
    909.3697   0.988006
    909.4115   0.987704
    909.4534   0.987379
    909.4953   0.987028
    909.5371   0.986650
    909.5790   0.986239
    909.6209   0.985793
    909.6627   0.985304
    909.7046   0.984769
    909.7465   0.984179
    909.7884   0.983525
    909.8302   0.982796
    909.8721   0.981979
    909.9140   0.981054
    909.9559   0.980000
    909.9978   0.978786
    910.0397   0.977370
    910.0816   0.975697
    910.1234   0.973684
    910.1653   0.971211
    910.2072   0.968087
    910.2491   0.963987
    910.2910   0.958308
    910.3329   0.949815
    910.3748   0.936834
    910.4167   0.918216
    910.4587   0.892292
    910.5006   0.858140
    910.5425   0.814632
    910.5844   0.762017
    910.6263   0.702511
    910.6682   0.640507
    910.7101   0.582242
    910.7521   0.534798
    910.7940   0.504595
    910.8359   0.495802
    910.8778   0.509173
    910.9198   0.541699
    910.9617   0.587114
    911.0036   0.636903
    911.0456   0.682796
    911.0875   0.717814
    911.1294   0.737183
    911.1714   0.738584
    911.2133   0.721723
    911.2553   0.688632
    911.2972   0.643154
    911.3392   0.591900
    911.3811   0.542451
    911.4231   0.503218
    911.4650   0.480357
    911.5070   0.476046
    911.5489   0.489208
    911.5909   0.515320
    911.6329   0.547820
    911.6748   0.578090
    911.7168   0.599048
    911.7588   0.606793
    911.8007   0.601502
    911.8427   0.587333
    911.8847   0.571308
    911.9267   0.560723
    911.9686   0.561795
    912.0106   0.578018
    912.0526   0.609515
    912.0946   0.653507
    912.1366   0.704665
    912.1786   0.757020
    912.2205   0.805490
    912.2625   0.846769
    912.3045   0.879516
    912.3465   0.904051
    912.3885   0.921898
    912.4305   0.934056
    912.4725   0.941616
    912.5145   0.945532
    912.5565   0.947679
    912.5985   0.948837
    912.6405   0.949345
    912.6826   0.949376
    912.7246   0.949030
    912.7666   0.948366
    912.8086   0.947418
    912.8506   0.946206
    912.8926   0.944741
    912.9347   0.943023
    912.9767   0.941047
    913.0187   0.938802
    913.0607   0.936272
    913.1028   0.933433
    913.1448   0.930257
    913.1868   0.926710
    913.2289   0.922746
    913.2709   0.918315
    913.3129   0.913352
    913.3550   0.907781
    913.3970   0.901506
    913.4391   0.894413
    913.4811   0.886360
    913.5232   0.877172
    913.5652   0.866630
    913.6073   0.854457
    913.6493   0.840306
    913.6914   0.823734
    913.7334   0.804187
    913.7755   0.780983
    913.8176   0.753347
    913.8596   0.720522
    913.9017   0.681892
    913.9438   0.636969
    913.9858   0.585589
    914.0279   0.528123
    914.0700   0.465625
    914.1121   0.399871
    914.1541   0.333259
    914.1962   0.268551
    914.2383   0.208491
    914.2804   0.155397
    914.3225   0.110972
    914.3646   0.076149
    914.4066   0.051059
    914.4487   0.035302
    914.4908   0.028315
    914.5329   0.029665
    914.5750   0.039177
    914.6171   0.056861
    914.6592   0.082645
    914.7013   0.116002
    914.7434   0.155599
    914.7855   0.199139
    914.8277   0.243537
    914.8698   0.285175
    914.9119   0.320392
    914.9540   0.345812
    914.9961   0.358846
    915.0382   0.358102
    915.0804   0.343617
    915.1225   0.317071
    915.1646   0.281592
    915.2067   0.241243
    915.2489   0.200710
    915.2910   0.164894
    915.3331   0.138300
    915.3753   0.124554
    915.4174   0.126077
    915.4595   0.143895
    915.5017   0.177583
    915.5438   0.225347
    915.5860   0.284255
